Case Number,Date Reported,Time Reported,Month Reported,Day of Week Reported,Nature of Call for Service,District,Agency,Report/No Report
B16-24810,6/29/2016,1:39 PM,June,Wednesday,FORGERY,LB410,BPD,REPORT NEEDED
B16-24809,6/29/2016,1:26 PM,June,Wednesday,VANDALISM NP,LB404,BPD,REPORT NEEDED
B16-24808,6/29/2016,1:08 PM,June,Wednesday,THEFT NP,LB221,BPD,NO REPORT NEEDED
B16-24807,6/29/2016,12:36 PM,June,Wednesday,SERVICE IP,LB220,BPD,NO REPORT NEEDED
B16-24805,6/29/2016,12:32 PM,June,Wednesday,WELFARE CHK IP,LB401,BPD,NO REPORT NEEDED
B16-24806,6/29/2016,12:27 PM,June,Wednesday,VANDALISM NP,LB326,BPD,NO REPORT NEEDED
B16-24804,6/29/2016,12:24 PM,June,Wednesday,EXTRA PATROL,LB326,BPD,NO REPORT NEEDED
B16-24802,6/29/2016,12:15 PM,June,Wednesday,THEFT NP,LB212,BPD,REPORT NEEDED
B16-24803,6/29/2016,12:12 PM,June,Wednesday,THEFT NP,LB433,BPD,NO REPORT NEEDED
B16-24800,6/29/2016,11:50 AM,June,Wednesday,FOLLOW UP,LB434,BPD,NO REPORT NEEDED
B16-24799,6/29/2016,11:43 AM,June,Wednesday,DOMESTIC IP,LB316,BPD,NO REPORT NEEDED
B16-24801,6/29/2016,11:31 AM,June,Wednesday,SERVICE NP,LB517,BPD,NO REPORT NEEDED
B16-24798,6/29/2016,11:28 AM,June,Wednesday,DOMESTIC IP,LB327,BPD,NO REPORT NEEDED
B16-24797,6/29/2016,11:04 AM,June,Wednesday,THEFT NP,LB326,BPD,NO REPORT NEEDED
B16-24796,6/29/2016,10:50 AM,June,Wednesday,ALARM,LB222,BPD,NO REPORT NEEDED
B16-24795,6/29/2016,9:42 AM,June,Wednesday,FALA,LB315,BPD,NO REPORT NEEDED
B16-24794,6/29/2016,9:37 AM,June,Wednesday,WARRANT SERVICE,LB104,BPD,NO REPORT NEEDED
B16-24793,6/29/2016,9:29 AM,June,Wednesday,ALARM,LB103,BPD,
B16-24792,6/29/2016,9:21 AM,June,Wednesday,DISTURBANCE IP,LB411,BPD,NO REPORT NEEDED
B16-24791,6/29/2016,9:15 AM,June,Wednesday,DRUNK,LB101,BPD,NO REPORT NEEDED
B16-24789,6/29/2016,9:03 AM,June,Wednesday,DOMESTIC IP,LB302,BPD,NO REPORT NEEDED
B16-24790,6/29/2016,9:00 AM,June,Wednesday,ACCIDENT PD NP,LB412,BPD,NO REPORT NEEDED
B16-24786,6/29/2016,8:46 AM,June,Wednesday,FOLLOW UP,LB104,BPD,NO REPORT NEEDED
B16-24787,6/29/2016,8:45 AM,June,Wednesday,WELFARE CHK IP,LB405,BPD,NO REPORT NEEDED
B16-24785,6/29/2016,8:41 AM,June,Wednesday,PROPERTY,LB518,BPD,NO REPORT NEEDED
B16-24782,6/29/2016,8:40 AM,June,Wednesday,THEFT NP,LB104,BPD,REPORT NEEDED
B16-24784,6/29/2016,8:39 AM,June,Wednesday,THEFT NP,LB212,BPD,REPORT NEEDED
B16-24783,6/29/2016,8:37 AM,June,Wednesday,THEFT NP,LB221,BPD,REPORT NEEDED
B16-24788,6/29/2016,8:31 AM,June,Wednesday,THEFT NP,LB326,BPD,REPORT NEEDED
B16-24781,6/29/2016,8:29 AM,June,Wednesday,THEFT NP,LB326,BPD,REPORT NEEDED
B16-24780,6/29/2016,8:27 AM,June,Wednesday,TRESPASS IP,LB102,BPD,NO REPORT NEEDED
B16-24778,6/29/2016,8:24 AM,June,Wednesday,TRAFFIC STOP,LB511,BPD,NO REPORT NEEDED
B16-24779,6/29/2016,8:22 AM,June,Wednesday,ABANDONED VEH,LB409,BPD,NO REPORT NEEDED
B16-24777,6/29/2016,7:28 AM,June,Wednesday,ALARM,LB414,BPD,NO REPORT NEEDED
B16-24776,6/29/2016,7:08 AM,June,Wednesday,SUSP ACT IP,LB518,BPD,NO REPORT NEEDED
B16-24775,6/29/2016,7:04 AM,June,Wednesday,ANIMAL,LB212,BPD,NO REPORT NEEDED
B16-24774,6/29/2016,6:47 AM,June,Wednesday,HARASSMENT NP,LB517,BPD,REPORT NEEDED
B16-24773,6/29/2016,6:46 AM,June,Wednesday,TRAFFIC STOP,LB406,BPD,NO REPORT NEEDED
B16-24772,6/29/2016,6:35 AM,June,Wednesday,TRAFFIC STOP,LB210,BPD,NO REPORT NEEDED
B16-24771,6/29/2016,6:20 AM,June,Wednesday,ASSIGNED DETAIL,LB410,BPD,NO REPORT NEEDED
B16-24770,6/29/2016,6:11 AM,June,Wednesday,ASSIGNED DETAIL,LB503,BPD,NO REPORT NEEDED
B16-24769,6/29/2016,5:33 AM,June,Wednesday,SUSP ACT IP,LB311,BPD,NO REPORT NEEDED
B16-24768,6/29/2016,5:31 AM,June,Wednesday,BURGLARY IP,LB424,BPD,NO REPORT NEEDED
B16-24767,6/29/2016,5:08 AM,June,Wednesday,DRUNK,LB101,BPD,NO REPORT NEEDED
B16-24766,6/29/2016,5:04 AM,June,Wednesday,TRAFFIC STOP,LB212,BPD,NO REPORT NEEDED
B16-24765,6/29/2016,4:53 AM,June,Wednesday,WEAPONS IP,LB212,BPD,NO REPORT NEEDED
B16-24764,6/29/2016,4:09 AM,June,Wednesday,TRAFFIC STOP,LB524,BPD,NO REPORT NEEDED
B16-24763,6/29/2016,3:40 AM,June,Wednesday,SUSP ACT IP,LB410,BPD,NO REPORT NEEDED
B16-24762,6/29/2016,3:26 AM,June,Wednesday,DOMESTIC IP,LB213,BPD,REPORT NEEDED
B16-24761,6/29/2016,2:58 AM,June,Wednesday,TRAFFIC HAZARD,LB210,BPD,NO REPORT NEEDED
B16-24760,6/29/2016,2:23 AM,June,Wednesday,DOMESTIC IP,LB213,BPD,NO REPORT NEEDED
B16-24759,6/29/2016,2:09 AM,June,Wednesday,WELFARE CHK IP,LB424,BPD,NO REPORT NEEDED
B16-24758,6/29/2016,2:02 AM,June,Wednesday,WELFARE CHK IP,LB519,BPD,NO REPORT NEEDED
B16-24757,6/29/2016,1:50 AM,June,Wednesday,VEH THEFT NP,LB406,BPD,NO REPORT NEEDED
B16-24756,6/29/2016,1:43 AM,June,Wednesday,WELFARE CHK NP,LB104,BPD,NO REPORT NEEDED
B16-24755,6/29/2016,12:59 AM,June,Wednesday,VEH THEFT IP,LB514,BPD,NO REPORT NEEDED
B16-24754,6/29/2016,12:47 AM,June,Wednesday,BLDG CHECK,LB218,BPD,NO REPORT NEEDED
B16-24753,6/29/2016,12:39 AM,June,Wednesday,TRAFFIC STOP,LB517,BPD,NO REPORT NEEDED
B16-24752,6/29/2016,12:24 AM,June,Wednesday,DISTURBANCE IP,LB517,BPD,NO REPORT NEEDED
B16-24750,6/28/2016,11:58 PM,June,Tuesday,ALARM,LB412,BPD,NO REPORT NEEDED
B16-24749,6/28/2016,11:49 PM,June,Tuesday,TRESPASS IP,LB310,BPD,NO REPORT NEEDED
B16-24748,6/28/2016,11:45 PM,June,Tuesday,TRAFFIC STOP,LB519,BPD,NO REPORT NEEDED
B16-24746,6/28/2016,11:24 PM,June,Tuesday,SUSP ACT IP,LMS28,BPD,NO REPORT NEEDED
B16-24751,6/28/2016,11:19 PM,June,Tuesday,FOLLOW UP,LB104,BPD,NO REPORT NEEDED
B16-24747,6/28/2016,10:58 PM,June,Tuesday,NOISE,LB104,BPD,NO REPORT NEEDED
B16-24745,6/28/2016,10:55 PM,June,Tuesday,ASSAULT NP,LB402,BPD,REPORT NEEDED
B16-24743,6/28/2016,10:50 PM,June,Tuesday,DOMESTIC IP,LB210,BPD,NO REPORT NEEDED
B16-24744,6/28/2016,10:50 PM,June,Tuesday,FIREWORKS,LB517,BPD,NO REPORT NEEDED
B16-24741,6/28/2016,10:35 PM,June,Tuesday,TRAFFIC STOP,LB524,BPD,NO REPORT NEEDED
B16-24742,6/28/2016,10:35 PM,June,Tuesday,TRAFFIC STOP,LB517,BPD,NO REPORT NEEDED
B16-24740,6/28/2016,10:29 PM,June,Tuesday,TRAFFIC STOP,LMN09,BPD,NO REPORT NEEDED
B16-24739,6/28/2016,10:27 PM,June,Tuesday,ASSIGNED DETAIL,LB410,BPD,NO REPORT NEEDED
B16-24738,6/28/2016,10:18 PM,June,Tuesday,TRAFFIC STOP,LB210,BPD,REPORT NEEDED
B16-24737,6/28/2016,9:59 PM,June,Tuesday,PROPERTY,LB336,BPD,NO REPORT NEEDED
B16-24736,6/28/2016,9:43 PM,June,Tuesday,DOMESTIC IP,LB517,BPD,NO REPORT NEEDED
B16-24735,6/28/2016,9:38 PM,June,Tuesday,WELFARE CHK IP,LB512,BPD,NO REPORT NEEDED
B16-24733,6/28/2016,9:18 PM,June,Tuesday,TRAFFIC STOP,LB101,BPD,NO REPORT NEEDED
B16-24734,6/28/2016,9:18 PM,June,Tuesday,WELFARE CHK IP,LB415,BPD,NO REPORT NEEDED
B16-24732,6/28/2016,9:15 PM,June,Tuesday,EXTRA PATROL,LB103,BPD,NO REPORT NEEDED
B16-24730,6/28/2016,9:09 PM,June,Tuesday,TRAFFIC STOP,LB521,BPD,NO REPORT NEEDED
B16-24731,6/28/2016,9:08 PM,June,Tuesday,WELFARE CHK IP,LB409,BPD,NO REPORT NEEDED
B16-24729,6/28/2016,9:07 PM,June,Tuesday,FOLLOW UP,LB517,BPD,NO REPORT NEEDED
B16-24728,6/28/2016,9:02 PM,June,Tuesday,TRAFFIC STOP,LB518,BPD,NO REPORT NEEDED
B16-24726,6/28/2016,8:56 PM,June,Tuesday,TRAFFIC STOP,LB517,BPD,NO REPORT NEEDED
B16-24725,6/28/2016,8:54 PM,June,Tuesday,TRAFFIC STOP,LB521,BPD,NO REPORT NEEDED
B16-24727,6/28/2016,8:54 PM,June,Tuesday,SUSP ACT IP,LB104,BPD,NO REPORT NEEDED
B16-24724,6/28/2016,8:47 PM,June,Tuesday,TRESPASS IP,LB103,BPD,NO REPORT NEEDED
B16-24723,6/28/2016,8:29 PM,June,Tuesday,NOISE,LB503,BPD,NO REPORT NEEDED
B16-24721,6/28/2016,8:29 PM,June,Tuesday,SUSP ACT IP,LB402,BPD,NO REPORT NEEDED
B16-24720,6/28/2016,8:24 PM,June,Tuesday,NOISE,LB504,BPD,NO REPORT NEEDED
B16-24722,6/28/2016,8:16 PM,June,Tuesday,ATL,LB417,BPD,NO REPORT NEEDED
B16-24719,6/28/2016,7:55 PM,June,Tuesday,WELFARE CHK IP,LB302,BPD,NO REPORT NEEDED
B16-24717,6/28/2016,7:52 PM,June,Tuesday,TRAFFIC STOP,LB406,BPD,NO REPORT NEEDED
B16-24718,6/28/2016,7:51 PM,June,Tuesday,SERVICE NP,LB402,BPD,NO REPORT NEEDED
B16-24716,6/28/2016,7:48 PM,June,Tuesday,PROPERTY,LB336,BPD,NO REPORT NEEDED
B16-24715,6/28/2016,7:39 PM,June,Tuesday,THEFT NP,LB410,BPD,NO REPORT NEEDED
B16-24714,6/28/2016,7:30 PM,June,Tuesday,WELFARE CHK IP,LB523,BPD,REPORT NEEDED
B16-24713,6/28/2016,7:09 PM,June,Tuesday,DISTURBANCE IP,LB213,BPD,NO REPORT NEEDED
B16-24712,6/28/2016,7:00 PM,June,Tuesday,HARASSMENT NP,LB102,BPD,NO REPORT NEEDED
B16-24711,6/28/2016,6:47 PM,June,Tuesday,BURGLARY NP,LB104,BPD,REPORT NEEDED
B16-24710,6/28/2016,6:37 PM,June,Tuesday,MOTORIST ASSIST,LB319,BPD,NO REPORT NEEDED
B16-24708,6/28/2016,6:21 PM,June,Tuesday,PANHANDLING,LB512,BPD,NO REPORT NEEDED
B16-24707,6/28/2016,6:18 PM,June,Tuesday,THEFT NP,LB301,BPD,REPORT NEEDED
B16-24709,6/28/2016,6:11 PM,June,Tuesday,ATL,LB524,BPD,NO REPORT NEEDED
B16-24706,6/28/2016,5:53 PM,June,Tuesday,BURGLARY NP,LB213,BPD,REPORT NEEDED
B16-24705,6/28/2016,5:52 PM,June,Tuesday,DRUGS NP,LB104,BPD,REPORT NEEDED
B16-24704,6/28/2016,5:49 PM,June,Tuesday,ACCIDENT PD IP,LB104,BPD,NO REPORT NEEDED
B16-24702,6/28/2016,5:29 PM,June,Tuesday,BURGLARY NP,LB524,BPD,REPORT NEEDED
B16-24703,6/28/2016,5:29 PM,June,Tuesday,SERIAL MOTOR CH,LB336,BPD,NO REPORT NEEDED
B16-24701,6/28/2016,5:20 PM,June,Tuesday,TRESPASS IP,LB410,BPD,NO REPORT NEEDED
B16-24699,6/28/2016,5:10 PM,June,Tuesday,TRESPASS IP,LB410,BPD,NO REPORT NEEDED
B16-24697,6/28/2016,4:57 PM,June,Tuesday,TRAFFIC STOP,LB518,BPD,NO REPORT NEEDED
B16-24698,6/28/2016,4:57 PM,June,Tuesday,PROPERTY,LB507,BPD,NO REPORT NEEDED
B16-24696,6/28/2016,4:56 PM,June,Tuesday,WARRANT SERVICE,LB513,BPD,REPORT NEEDED
B16-24695,6/28/2016,4:52 PM,June,Tuesday,SUSP ACT IP,LB521,BPD,NO REPORT NEEDED
B16-24694,6/28/2016,4:41 PM,June,Tuesday,MOTORIST ASSIST,LB512,BPD,NO REPORT NEEDED
B16-24700,6/28/2016,4:39 PM,June,Tuesday,FOLLOW UP,LB104,BPD,NO REPORT NEEDED
B16-24693,6/28/2016,4:20 PM,June,Tuesday,PROPERTY,LB519,BPD,NO REPORT NEEDED
B16-24692,6/28/2016,4:19 PM,June,Tuesday,SERVICE IP,LB510,BPD,NO REPORT NEEDED
B16-24691,6/28/2016,4:06 PM,June,Tuesday,ACCIDENT PI,LB511,BPD,REPORT NEEDED
B16-24690,6/28/2016,4:05 PM,June,Tuesday,SUSP ACT IP,LB301,BPD,NO REPORT NEEDED
B16-24688,6/28/2016,3:58 PM,June,Tuesday,DOMESTIC IP,LB412,BPD,NO REPORT NEEDED
B16-24687,6/28/2016,3:50 PM,June,Tuesday,SUSP ACT IP,LB521,BPD,NO REPORT NEEDED
B16-24686,6/28/2016,3:42 PM,June,Tuesday,DOMESTIC IP,LB423,BPD,NO REPORT NEEDED
B16-24689,6/28/2016,3:40 PM,June,Tuesday,SERIAL MOTOR CH,LB317,BPD,NO REPORT NEEDED
B16-24684,6/28/2016,3:38 PM,June,Tuesday,SUSP ACT IP,LB521,BPD,NO REPORT NEEDED
B16-24685,6/28/2016,3:37 PM,June,Tuesday,HARASSMENT NP,LB316,BPD,NO REPORT NEEDED
B16-24683,6/28/2016,3:34 PM,June,Tuesday,TRAFFIC STOP,LB304,BPD,NO REPORT NEEDED
B16-24681,6/28/2016,3:06 PM,June,Tuesday,DOMESTIC IP,LB523,BPD,NO REPORT NEEDED
B16-24682,6/28/2016,3:06 PM,June,Tuesday,PROPERTY,LB409,BPD,REPORT NEEDED
B16-24680,6/28/2016,3:01 PM,June,Tuesday,THEFT NP,LB521,BPD,REPORT NEEDED
B16-24678,6/28/2016,2:51 PM,June,Tuesday,SUSP ACT IP,LB212,BPD,NO REPORT NEEDED
B16-24679,6/28/2016,2:50 PM,June,Tuesday,ACCIDENT PD IP,LB405,BPD,NO REPORT NEEDED
B16-24677,6/28/2016,2:41 PM,June,Tuesday,FOLLOW UP,LB326,BPD,NO REPORT NEEDED
B16-24676,6/28/2016,2:30 PM,June,Tuesday,TRAFFIC STOP,LB213,BPD,NO REPORT NEEDED
B16-24675,6/28/2016,2:18 PM,June,Tuesday,THEFT NP,LB326,BPD,REPORT NEEDED
B16-24674,6/28/2016,2:16 PM,June,Tuesday,ASSAULT NP,LB104,BPD,REPORT NEEDED
B16-24669,6/28/2016,2:03 PM,June,Tuesday,ATL,LB313,BPD,NO REPORT NEEDED
B16-24670,6/28/2016,2:02 PM,June,Tuesday,TRAFFIC HAZARD,LB512,BPD,NO REPORT NEEDED
B16-24668,6/28/2016,2:02 PM,June,Tuesday,ASSIGNED DETAIL,LB410,BPD,NO REPORT NEEDED
B16-24665,6/28/2016,1:35 PM,June,Tuesday,ACCIDENT PD IP,LB405,BPD,NO REPORT NEEDED
B16-24664,6/28/2016,1:34 PM,June,Tuesday,SERVICE IP,LB310,BPD,NO REPORT NEEDED
B16-24667,6/28/2016,1:32 PM,June,Tuesday,CIVIL NP,LB401,BPD,NO REPORT NEEDED
B16-24671,6/28/2016,1:26 PM,June,Tuesday,CIVIL NP,LB326,BPD,NO REPORT NEEDED
B16-24673,6/28/2016,12:58 PM,June,Tuesday,THEFT NP,LB403,BPD,NO REPORT NEEDED
B16-24666,6/28/2016,12:55 PM,June,Tuesday,SERVICE IP,LB428,BPD,NO REPORT NEEDED
B16-24663,6/28/2016,12:53 PM,June,Tuesday,ANIMAL,LB406,BPD,NO REPORT NEEDED
B16-24672,6/28/2016,12:46 PM,June,Tuesday,THEFT NP,LB315,BPD,NO REPORT NEEDED
B16-24661,6/28/2016,12:46 PM,June,Tuesday,THEFT IP,LB427,BPD,REPORT NEEDED
B16-24660,6/28/2016,12:38 PM,June,Tuesday,ALARM,LB326,BPD,NO REPORT NEEDED
B16-24657,6/28/2016,12:35 PM,June,Tuesday,TRAFFIC STOP,LB219,BPD,NO REPORT NEEDED
B16-24658,6/28/2016,12:33 PM,June,Tuesday,EXTRA PATROL,LB336,BPD,NO REPORT NEEDED
B16-24659,6/28/2016,12:30 PM,June,Tuesday,SUSP ACT IP,LMS01,BPD,NO REPORT NEEDED
B16-24654,6/28/2016,12:02 PM,June,Tuesday,ACCIDENT PI,LB416,BPD,REPORT NEEDED
B16-24662,6/28/2016,11:58 AM,June,Tuesday,HARASSMENT NP,LB410,BPD,REPORT NEEDED
B16-24653,6/28/2016,11:58 AM,June,Tuesday,INDECENT EXP,LB104,BPD,REPORT NEEDED
B16-24652,6/28/2016,11:56 AM,June,Tuesday,CIVIL IP,LB517,BPD,NO REPORT NEEDED
B16-24655,6/28/2016,11:44 AM,June,Tuesday,ABANDONED VEH,LB433,BPD,NO REPORT NEEDED
B16-24650,6/28/2016,11:39 AM,June,Tuesday,ACCIDENT PD IP,LB103,BPD,REPORT NEEDED
B16-24651,6/28/2016,11:39 AM,June,Tuesday,FOLLOW UP,LB212,BPD,NO REPORT NEEDED
B16-24656,6/28/2016,11:36 AM,June,Tuesday,HARASSMENT NP,LB102,BPD,REPORT NEEDED
B16-24649,6/28/2016,11:35 AM,June,Tuesday,WARRANT SERVICE,LB409,BPD,REPORT NEEDED
B16-24648,6/28/2016,11:30 AM,June,Tuesday,EXTRA PATROL,LB219,BPD,NO REPORT NEEDED
B16-24647,6/28/2016,11:26 AM,June,Tuesday,DISTURBANCE IP,LB409,BPD,NO REPORT NEEDED
B16-24646,6/28/2016,11:26 AM,June,Tuesday,ACCIDENT PD IP,LB406,BPD,REPORT NEEDED
B16-24642,6/28/2016,10:32 AM,June,Tuesday,WELFARE CHK IP,LB406,BPD,NO REPORT NEEDED
B16-24644,6/28/2016,10:13 AM,June,Tuesday,COURT,LMS29,BPD,
B16-24639,6/28/2016,10:05 AM,June,Tuesday,ATL,LB326,BPD,NO REPORT NEEDED
B16-24640,6/28/2016,10:03 AM,June,Tuesday,ABANDONED VEH,LB524,BPD,NO REPORT NEEDED
B16-24643,6/28/2016,9:59 AM,June,Tuesday,THEFT NP,LB103,BPD,REPORT NEEDED
B16-24636,6/28/2016,9:57 AM,June,Tuesday,WELFARE CHK IP,LB410,BPD,NO REPORT NEEDED
B16-24641,6/28/2016,9:51 AM,June,Tuesday,ASSAULT NP,LB410,BPD,NO REPORT NEEDED
B16-24637,6/28/2016,9:49 AM,June,Tuesday,THEFT NP,LB104,BPD,REPORT NEEDED
B16-24635,6/28/2016,9:45 AM,June,Tuesday,MISSING PERSON,LB104,BPD,NO REPORT NEEDED
B16-24633,6/28/2016,9:41 AM,June,Tuesday,ACCIDENT PD IP,LB405,BPD,REPORT NEEDED
B16-24638,6/28/2016,9:35 AM,June,Tuesday,FOLLOW UP,LB104,BPD,NO REPORT NEEDED
B16-24634,6/28/2016,9:12 AM,June,Tuesday,SUSP ACT NP,LB313,BPD,NO REPORT NEEDED
B16-24631,6/28/2016,9:07 AM,June,Tuesday,TRAFFIC STOP,LB104,BPD,NO REPORT NEEDED
B16-24632,6/28/2016,9:06 AM,June,Tuesday,THEFT NP,LB212,BPD,NO REPORT NEEDED
B16-24628,6/28/2016,8:41 AM,June,Tuesday,THEFT NP,LB213,BPD,REPORT NEEDED
B16-24630,6/28/2016,8:40 AM,June,Tuesday,TOW IN,LB104,BPD,REPORT NEEDED
B16-24627,6/28/2016,8:38 AM,June,Tuesday,ACCIDENT PD IP,LB410,BPD,REPORT NEEDED
B16-24626,6/28/2016,8:38 AM,June,Tuesday,FOLLOW UP,LMS04,BPD,NO REPORT NEEDED
B16-24629,6/28/2016,8:38 AM,June,Tuesday,SUSP ACT NP,LB510,BPD,NO REPORT NEEDED
B16-24625,6/28/2016,8:35 AM,June,Tuesday,ACCIDENT PI,LB103,BPD,REPORT NEEDED
B16-24624,6/28/2016,8:16 AM,June,Tuesday,PARKING,LB409,BPD,NO REPORT NEEDED
B16-24623,6/28/2016,7:59 AM,June,Tuesday,FOLLOW UP,LB336,BPD,NO REPORT NEEDED
B16-24622,6/28/2016,7:49 AM,June,Tuesday,VEH THEFT NP,LB212,BPD,REPORT NEEDED
B16-24621,6/28/2016,7:27 AM,June,Tuesday,ATL,LB412,BPD,NO REPORT NEEDED
B16-24620,6/28/2016,7:17 AM,June,Tuesday,TRAFFIC STOP,LB421,BPD,NO REPORT NEEDED
B16-24619,6/28/2016,6:55 AM,June,Tuesday,ACCIDENT PD IP,LB406,BPD,REPORT NEEDED
B16-24618,6/28/2016,6:55 AM,June,Tuesday,ALARM,LB403,BPD,NO REPORT NEEDED
B16-24617,6/28/2016,6:54 AM,June,Tuesday,WELFARE CHK IP,LMS19,BPD,NO REPORT NEEDED
B16-24616,6/28/2016,6:46 AM,June,Tuesday,BURGLARY NP,LB103,BPD,REPORT NEEDED
B16-24615,6/28/2016,6:34 AM,June,Tuesday,ASSIGNED DETAIL,LB410,BPD,NO REPORT NEEDED
B16-24614,6/28/2016,6:25 AM,June,Tuesday,ALARM,LB406,BPD,NO REPORT NEEDED
B16-24613,6/28/2016,6:13 AM,June,Tuesday,BLDG CHECK,LB411,BPD,REPORT NEEDED
B16-24612,6/28/2016,5:51 AM,June,Tuesday,SUSP ACT IP,LB409,BPD,NO REPORT NEEDED
B16-24610,6/28/2016,5:46 AM,June,Tuesday,DOMESTIC IP,LB424,BPD,REPORT NEEDED
B16-24611,6/28/2016,5:30 AM,June,Tuesday,ACCIDENT LSA NP,LB416,BPD,REPORT NEEDED
B16-24645,6/28/2016,5:30 AM,June,Tuesday,ASSIGNED DETAIL,LB503,BPD,NO REPORT NEEDED
B16-24609,6/28/2016,4:09 AM,June,Tuesday,OTHER,LB102,BPD,NO REPORT NEEDED
B16-24608,6/28/2016,3:09 AM,June,Tuesday,DOMESTIC IP,LB415,BPD,NO REPORT NEEDED
B16-24606,6/28/2016,3:06 AM,June,Tuesday,THEFT IP,LB101,BPD,REPORT NEEDED
B16-24605,6/28/2016,2:56 AM,June,Tuesday,TRESPASS IP,LB104,BPD,NO REPORT NEEDED
B16-24607,6/28/2016,2:44 AM,June,Tuesday,ASSAULT NP,LMS28,BPD,REPORT NEEDED
B16-24604,6/28/2016,2:33 AM,June,Tuesday,SERVICE IP,LB103,BPD,NO REPORT NEEDED
B16-24601,6/28/2016,2:21 AM,June,Tuesday,TRAFFIC STOP,LMS29,BPD,NO REPORT NEEDED
B16-24602,6/28/2016,2:19 AM,June,Tuesday,SERVICE IP,LB217,BPD,NO REPORT NEEDED
B16-24603,6/28/2016,2:16 AM,June,Tuesday,WELFARE CHK IP,LB316,BPD,NO REPORT NEEDED
B16-24599,6/28/2016,1:34 AM,June,Tuesday,DISTURBANCE IP,LB402,BPD,NO REPORT NEEDED
B16-24598,6/28/2016,1:31 AM,June,Tuesday,WELFARE CHK IP,LB410,BPD,REPORT NEEDED
B16-24600,6/28/2016,1:30 AM,June,Tuesday,WELFARE CHK IP,LB221,BPD,NO REPORT NEEDED
B16-24597,6/28/2016,1:21 AM,June,Tuesday,BURGLARY IP,LB302,BPD,NO REPORT NEEDED
B16-24596,6/28/2016,1:05 AM,June,Tuesday,MISSING PERSON,LB517,BPD,NO REPORT NEEDED
B16-24595,6/28/2016,12:53 AM,June,Tuesday,TRAFFIC STOP,LB336,BPD,NO REPORT NEEDED
B16-24594,6/28/2016,12:41 AM,June,Tuesday,SUSP ACT IP,LB329,BPD,NO REPORT NEEDED
B16-24593,6/28/2016,12:34 AM,June,Tuesday,SUSP ACT IP,LB328,BPD,NO REPORT NEEDED
B16-24592,6/28/2016,12:23 AM,June,Tuesday,TRAFFIC STOP,LB417,BPD,NO REPORT NEEDED
B16-24591,6/28/2016,12:22 AM,June,Tuesday,TRAFFIC STOP,LB421,BPD,NO REPORT NEEDED
B16-24590,6/28/2016,12:13 AM,June,Tuesday,TRAFFIC STOP,LB517,BPD,NO REPORT NEEDED
B16-24589,6/28/2016,12:09 AM,June,Tuesday,ATL,LB516,BPD,NO REPORT NEEDED
B16-24587,6/27/2016,11:58 PM,June,Monday,WEAPONS IP,LMS16,BPD,NO REPORT NEEDED
B16-24588,6/27/2016,11:57 PM,June,Monday,JUVENILE,LB517,BPD,NO REPORT NEEDED
B16-24586,6/27/2016,11:48 PM,June,Monday,TRESPASS IP,LB513,BPD,REPORT NEEDED
B16-24585,6/27/2016,11:41 PM,June,Monday,SUSP ACT IP,LB102,BPD,NO REPORT NEEDED
B16-24583,6/27/2016,11:37 PM,June,Monday,DRUNK,LB212,BPD,NO REPORT NEEDED
B16-24582,6/27/2016,11:34 PM,June,Monday,THEFT NP,LB423,BPD,NO REPORT NEEDED
B16-24581,6/27/2016,11:26 PM,June,Monday,FIREWORKS,LB517,BPD,NO REPORT NEEDED
B16-24578,6/27/2016,11:13 PM,June,Monday,TRAFFIC STOP,LB304,BPD,NO REPORT NEEDED
B16-24579,6/27/2016,11:12 PM,June,Monday,WEAPONS IP,LB102,BPD,NO REPORT NEEDED
B16-24584,6/27/2016,11:12 PM,June,Monday,NOISE,LB415,BPD,NO REPORT NEEDED
B16-24580,6/27/2016,11:11 PM,June,Monday,OTHER,LB334,BPD,NO REPORT NEEDED
B16-24577,6/27/2016,11:05 PM,June,Monday,SUSP ACT IP,LB104,BPD,NO REPORT NEEDED
B16-24575,6/27/2016,10:59 PM,June,Monday,TRAFFIC STOP,LB102,BPD,NO REPORT NEEDED
B16-24576,6/27/2016,10:55 PM,June,Monday,FIREWORKS,LB517,BPD,NO REPORT NEEDED
B16-24574,6/27/2016,10:47 PM,June,Monday,SERVICE IP,LB336,BPD,REPORT NEEDED
B16-24571,6/27/2016,10:39 PM,June,Monday,TRAFFIC STOP,LIU05,BPD,NO REPORT NEEDED
B16-24573,6/27/2016,10:24 PM,June,Monday,NOISE,LB213,BPD,NO REPORT NEEDED
B16-24568,6/27/2016,10:01 PM,June,Monday,TRAFFIC STOP,LB506,BPD,NO REPORT NEEDED
B16-24567,6/27/2016,9:57 PM,June,Monday,SUSP ACT IP,LB513,BPD,NO REPORT NEEDED
B16-24570,6/27/2016,9:51 PM,June,Monday,HARASSMENT NP,LB336,BPD,NO REPORT NEEDED
B16-24565,6/27/2016,9:47 PM,June,Monday,WELFARE CHK IP,LB102,BPD,NO REPORT NEEDED
B16-24569,6/27/2016,9:44 PM,June,Monday,HARASSMENT NP,LB326,BPD,NO REPORT NEEDED
B16-24572,6/27/2016,9:43 PM,June,Monday,DOMESTIC NP,LE05,BPD,
B16-24564,6/27/2016,9:34 PM,June,Monday,SUSP ACT IP,LB506,BPD,NO REPORT NEEDED
